# {"date": "2014-05-05T11:08:14.320000", "MAC": "98:D3:31:B2:11:27", "ChannelsOrder": ["SeqN", "Digital0", "Digital1", "Digital2", "Digital3", "ECG"]}
0	1	1	1	1	472
1	1	1	1	1	454
2	1	1	1	1	435
3	1	1	1	1	415
4	1	1	1	1	401
5	1	1	1	1	391
6	1	1	1	1	384
7	1	1	1	1	385
8	1	1	1	1	391
9	1	1	1	1	408
10	1	1	1	1	423
11	1	1	1	1	444
12	1	1	1	1	463
13	1	1	1	1	481
14	1	1	1	1	496
15	1	1	1	1	504
0	1	1	1	1	504
1	1	1	1	1	499
2	1	1	1	1	487
3	1	1	1	1	472
4	1	1	1	1	455
5	1	1	1	1	435
6	1	1	1	1	415
7	1	1	1	1	398
8	1	1	1	1	384
9	1	1	1	1	371
10	1	1	1	1	368
11	1	1	1	1	368
12	1	1	1	1	376
13	1	1	1	1	391
14	1	1	1	1	409
15	1	1	1	1	432
0	1	1	1	1	455
1	1	1	1	1	473
2	1	1	1	1	487
3	1	1	1	1	497
4	1	1	1	1	499
5	1	1	1	1	496
6	1	1	1	1	483
7	1	1	1	1	472
8	1	1	1	1	451
9	1	1	1	1	432
10	1	1	1	1	412
11	1	1	1	1	391
12	1	1	1	1	377
13	1	1	1	1	368
14	1	1	1	1	359
15	1	1	1	1	364
0	1	1	1	1	374
1	1	1	1	1	387
2	1	1	1	1	408
3	1	1	1	1	432
4	1	1	1	1	455
5	1	1	1	1	480
6	1	1	1	1	496
7	1	1	1	1	505
8	1	1	1	1	511
9	1	1	1	1	508
10	1	1	1	1	499
11	1	1	1	1	487
12	1	1	1	1	472
13	1	1	1	1	451
14	1	1	1	1	432
15	1	1	1	1	415
0	1	1	1	1	399
1	1	1	1	1	391
2	1	1	1	1	384
3	1	1	1	1	385
4	1	1	1	1	391
5	1	1	1	1	408
6	1	1	1	1	428
7	1	1	1	1	448
8	1	1	1	1	472
9	1	1	1	1	487
10	1	1	1	1	504
11	1	1	1	1	513
12	1	1	1	1	515
13	1	1	1	1	512
14	1	1	1	1	504
15	1	1	1	1	487
0	1	1	1	1	472
1	1	1	1	1	451
2	1	1	1	1	432
3	1	1	1	1	415
4	1	1	1	1	399
5	1	1	1	1	390
6	1	1	1	1	384
7	1	1	1	1	384
8	1	1	1	1	391
9	1	1	1	1	403
10	1	1	1	1	423
11	1	1	1	1	444
12	1	1	1	1	463
13	1	1	1	1	483
14	1	1	1	1	499
15	1	1	1	1	511
0	1	1	1	1	512
1	1	1	1	1	511
2	1	1	1	1	504
3	1	1	1	1	487
4	1	1	1	1	472
5	1	1	1	1	455
6	1	1	1	1	440
7	1	1	1	1	423
8	1	1	1	1	408
9	1	1	1	1	399
10	1	1	1	1	396
11	1	1	1	1	396
12	1	1	1	1	403
13	1	1	1	1	417
14	1	1	1	1	438
15	1	1	1	1	460
0	1	1	1	1	480
1	1	1	1	1	499
2	1	1	1	1	515
3	1	1	1	1	526
4	1	1	1	1	527
5	1	1	1	1	524
6	1	1	1	1	513
7	1	1	1	1	499
8	1	1	1	1	481
9	1	1	1	1	463
10	1	1	1	1	444
11	1	1	1	1	423
12	1	1	1	1	408
13	1	1	1	1	399
14	1	1	1	1	391
15	1	1	1	1	391
0	1	1	1	1	399
1	1	1	1	1	415
2	1	1	1	1	432
